"","vote_2019","gender","edu","age","province","dummy_vote"
"5239","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"5240","Conservative Party","Male","Graduated college","60 plus","ON",0
"5241","Conservative Party","Female","Graduated high school","45 to 59","ON",0
"5242","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"5243","Conservative Party","Female","Graduated college","60 plus","AB",0
"5244","Liberal Party","Female","Graduated college","30 to 44","AB",1
"5245","Conservative Party","Female","Didn't graduate college","30 to 44","NS",0
"5246","Conservative Party","Female","Graduated high school","60 plus","QC",0
"5247","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"5248","Liberal Party","Female","Graduated college","45 to 59","QC",1
"5249","Liberal Party","Male","Graduated high school","60 plus","ON",1
"5250","Conservative Party","Female","Graduated high school","60 plus","AB",0
"5251","Conservative Party","Female","Graduated college","30 to 44","SK",0
"5252","Liberal Party","Male","Graduated high school","60 plus","ON",1
"5253","Liberal Party","Male","Graduated college","30 to 44","QC",1
"5254","Conservative Party","Female","Graduated high school","45 to 59","AB",0
"5255","Conservative Party","Female","Didn't graduate college","60 plus","QC",0
"5256","Liberal Party","Male","Didn't graduate college","60 plus","NS",1
"5257","Liberal Party","Female","Graduated college","45 to 59","MB",1
"5258","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5259","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5260","Liberal Party","Female","Graduated high school","45 to 59","QC",1
"5261","Conservative Party","Female","Didn't graduate college","18 to 29","ON",0
"5262","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"5263","Liberal Party","Male","Didn't graduate college","18 to 29","QC",1
"5264","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5265","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5266","Liberal Party","Female","Didn't graduate college","18 to 29","NB",1
"5267","Conservative Party","Male","Graduated college","60 plus","AB",0
"5268","Liberal Party","Male","Graduated college","18 to 29","AB",1
"5269","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"5270","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5271","Conservative Party","Female","Graduated high school","30 to 44","AB",0
"5272","Conservative Party","Male","Didn't graduate high school","30 to 44","SK",0
"5273","Conservative Party","Male","Graduated college","30 to 44","AB",0
"5274","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"5275","Liberal Party","Female","Didn't graduate college","30 to 44","BC",1
"5276","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5277","Liberal Party","Female","Graduated college","60 plus","BC",1
"5278","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5279","Liberal Party","Female","Didn't graduate college","30 to 44","SK",1
"5280","Conservative Party","Male","Didn't graduate college","30 to 44","BC",0
"5281","Liberal Party","Female","Graduated college","18 to 29","AB",1
"5282","Liberal Party","Male","Graduated college","60 plus","ON",1
"5283","Conservative Party","Female","Didn't graduate college","45 to 59","QC",0
"5284","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5285","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"5286","Conservative Party","Male","Graduated college","45 to 59","QC",0
"5287","Liberal Party","Female","Graduated college","18 to 29","MB",1
"5288","Conservative Party","Male","Didn't graduate high school","30 to 44","BC",0
"5289","Liberal Party","Female","Graduated college","30 to 44","BC",1
"5290","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5291","Liberal Party","Female","Didn't graduate college","30 to 44","NB",1
"5292","Conservative Party","Female","Didn't graduate college","60 plus","BC",0
"5293","Liberal Party","Female","Graduated college","60 plus","MB",1
"5294","Liberal Party","Male","Didn't graduate college","60 plus","NB",1
"5295","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"5296","Conservative Party","Female","Didn't graduate college","30 to 44","MB",0
"5297","Conservative Party","Male","Graduated college","60 plus","SK",0
"5298","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"5299","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"5300","Liberal Party","Female","Graduated college","30 to 44","BC",1
"5301","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5302","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5303","Liberal Party","Female","Graduated college","45 to 59","QC",1
"5304","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"5305","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5306","Conservative Party","Male","Didn't graduate college","45 to 59","SK",0
"5307","Conservative Party","Male","Didn't graduate college","60 plus","NB",0
"5308","Conservative Party","Male","Graduated high school","45 to 59","AB",0
"5309","Liberal Party","Male","Graduated high school","60 plus","BC",1
"5310","Conservative Party","Male","Didn't graduate high school","30 to 44","AB",0
"5311","Liberal Party","Female","Didn't graduate college","45 to 59","MB",1
"5312","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5313","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"5314","Liberal Party","Female","Graduated high school","45 to 59","QC",1
"5315","Liberal Party","Male","Graduated college","30 to 44","BC",1
"5316","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5317","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"5318","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"5319","Conservative Party","Male","Graduated college","45 to 59","QC",0
"5320","Liberal Party","Female","Graduated high school","45 to 59","SK",1
"5321","Conservative Party","Female","Graduated college","60 plus","ON",0
"5322","Conservative Party","Male","Graduated high school","45 to 59","ON",0
"5323","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"5324","Conservative Party","Female","Graduated college","18 to 29","QC",0
"5325","Conservative Party","Female","Graduated college","18 to 29","ON",0
"5326","Conservative Party","Male","Graduated college","60 plus","NB",0
"5327","Liberal Party","Female","Graduated high school","45 to 59","BC",1
"5328","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5329","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5330","Conservative Party","Male","Graduated high school","60 plus","QC",0
"5331","Liberal Party","Female","Graduated college","60 plus","NS",1
"5332","Conservative Party","Female","Didn't graduate college","45 to 59","QC",0
"5333","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5334","Liberal Party","Male","Graduated college","18 to 29","SK",1
"5335","Conservative Party","Female","Graduated high school","45 to 59","MB",0
"5336","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5337","Liberal Party","Male","Graduated college","18 to 29","BC",1
"5338","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"5339","Liberal Party","Female","Graduated college","60 plus","ON",1
"5340","Conservative Party","Male","Didn't graduate high school","45 to 59","ON",0
"5341","Conservative Party","Female","Graduated college","60 plus","AB",0
"5342","Liberal Party","Male","Graduated high school","60 plus","ON",1
"5343","Liberal Party","Male","Graduated high school","18 to 29","QC",1
"5344","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5345","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5346","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5347","Liberal Party","Male","Graduated college","60 plus","ON",1
"5348","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"5349","Liberal Party","Male","Graduated college","60 plus","ON",1
"5350","Liberal Party","Female","Graduated high school","45 to 59","NS",1
"5351","Liberal Party","Male","Didn't graduate college","60 plus","BC",1
"5352","Liberal Party","Male","Graduated college","18 to 29","BC",1
"5353","Liberal Party","Male","Graduated college","60 plus","NL",1
"5354","Liberal Party","Male","Graduated college","60 plus","BC",1
"5355","Conservative Party","Male","Graduated high school","45 to 59","AB",0
"5356","Liberal Party","Female","Graduated high school","60 plus","QC",1
"5357","Liberal Party","Male","Graduated college","60 plus","QC",1
"5358","Liberal Party","Female","Didn't graduate college","30 to 44","NS",1
"5359","Liberal Party","Male","Graduated college","60 plus","ON",1
"5360","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5361","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5362","Liberal Party","Male","Didn't graduate college","60 plus","NS",1
"5363","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5364","Conservative Party","Male","Didn't graduate high school","18 to 29","QC",0
"5365","Conservative Party","Female","Didn't graduate high school","18 to 29","ON",0
"5366","Liberal Party","Male","Graduated high school","18 to 29","NL",1
"5367","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5368","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5369","Liberal Party","Male","Graduated college","60 plus","ON",1
"5370","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5371","Liberal Party","Female","Graduated high school","30 to 44","ON",1
"5372","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"5373","Conservative Party","Female","Didn't graduate high school","30 to 44","BC",0
"5374","Conservative Party","Male","Graduated high school","30 to 44","AB",0
"5375","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"5376","Liberal Party","Female","Graduated college","18 to 29","QC",1
"5377","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"5378","Conservative Party","Male","Didn't graduate college","18 to 29","QC",0
"5379","Liberal Party","Male","Graduated high school","60 plus","ON",1
"5380","Conservative Party","Female","Graduated college","60 plus","MB",0
"5381","Conservative Party","Female","Graduated college","30 to 44","QC",0
"5382","Conservative Party","Female","Graduated college","30 to 44","SK",0
"5383","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"5384","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"5385","Conservative Party","Female","Graduated high school","45 to 59","BC",0
"5386","Liberal Party","Male","Graduated college","60 plus","NL",1
"5387","Conservative Party","Female","Graduated college","18 to 29","ON",0
"5388","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5389","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"5390","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"5391","Conservative Party","Male","Graduated college","60 plus","AB",0
"5392","Conservative Party","Male","Graduated college","60 plus","AB",0
"5393","Conservative Party","Female","Graduated college","60 plus","QC",0
"5394","Liberal Party","Male","Graduated college","60 plus","QC",1
"5395","Conservative Party","Female","Graduated high school","30 to 44","ON",0
"5396","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5397","Conservative Party","Male","Graduated college","60 plus","QC",0
"5398","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5399","Conservative Party","Male","Graduated college","45 to 59","SK",0
"5400","Liberal Party","Male","Didn't graduate high school","60 plus","QC",1
"5401","Liberal Party","Male","Graduated college","30 to 44","QC",1
"5402","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"5403","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"5404","Liberal Party","Male","Graduated college","60 plus","ON",1
"5405","Liberal Party","Female","Graduated college","60 plus","QC",1
"5406","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5407","Liberal Party","Male","Didn't graduate high school","60 plus","QC",1
"5408","Liberal Party","Male","Graduated college","60 plus","BC",1
"5409","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5410","Liberal Party","Female","Didn't graduate college","18 to 29","ON",1
"5411","Liberal Party","Male","Graduated college","60 plus","ON",1
"5412","Liberal Party","Male","Graduated college","30 to 44","BC",1
"5413","Conservative Party","Female","Graduated college","18 to 29","ON",0
"5414","Liberal Party","Female","Graduated college","30 to 44","NB",1
"5415","Liberal Party","Male","Didn't graduate college","60 plus","QC",1
"5416","Conservative Party","Female","Didn't graduate college","60 plus","QC",0
"5417","Liberal Party","Female","Didn't graduate college","18 to 29","QC",1
"5418","Conservative Party","Male","Graduated college","60 plus","QC",0
"5419","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"5420","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"5421","Liberal Party","Female","Didn't graduate college","30 to 44","AB",1
"5422","Liberal Party","Male","Graduated college","30 to 44","MB",1
"5423","Liberal Party","Male","Didn't graduate college","45 to 59","MB",1
"5424","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"5425","Liberal Party","Female","Graduated college","18 to 29","QC",1
"5426","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"5427","Conservative Party","Male","Graduated college","60 plus","ON",0
"5428","Liberal Party","Female","Graduated college","30 to 44","NL",1
"5429","Conservative Party","Male","Didn't graduate college","60 plus","MB",0
"5430","Conservative Party","Female","Graduated college","18 to 29","ON",0
"5431","Liberal Party","Female","Graduated college","60 plus","ON",1
"5432","Conservative Party","Male","Graduated high school","45 to 59","QC",0
"5433","Liberal Party","Female","Didn't graduate college","60 plus","NS",1
"5434","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5435","Liberal Party","Male","Graduated college","45 to 59","AB",1
"5436","Conservative Party","Female","Graduated college","30 to 44","BC",0
"5437","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5438","Liberal Party","Male","Graduated college","60 plus","ON",1
"5439","Liberal Party","Male","Didn't graduate college","45 to 59","AB",1
"5440","Conservative Party","Female","Graduated high school","45 to 59","ON",0
"5441","Liberal Party","Male","Graduated college","60 plus","ON",1
"5442","Conservative Party","Male","Didn't graduate college","60 plus","SK",0
"5443","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5444","Liberal Party","Male","Graduated college","60 plus","ON",1
"5445","Conservative Party","Male","Didn't graduate high school","60 plus","AB",0
"5446","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5447","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5448","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"5449","Conservative Party","Female","Graduated college","30 to 44","MB",0
"5450","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5451","Liberal Party","Female","Graduated high school","60 plus","NS",1
"5452","Liberal Party","Female","Graduated college","30 to 44","NL",1
"5453","Liberal Party","Female","Didn't graduate college","45 to 59","MB",1
"5454","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"5455","Conservative Party","Male","Graduated college","45 to 59","QC",0
"5456","Conservative Party","Female","Graduated high school","60 plus","ON",0
"5457","Liberal Party","Female","Graduated college","60 plus","MB",1
"5458","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5459","Liberal Party","Female","Didn't graduate college","18 to 29","AB",1
"5460","Liberal Party","Female","Graduated college","18 to 29","QC",1
"5461","Liberal Party","Male","Graduated college","30 to 44","QC",1
"5462","Conservative Party","Male","Didn't graduate college","18 to 29","ON",0
"5463","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5464","Liberal Party","Female","Graduated high school","60 plus","QC",1
"5465","Conservative Party","Female","Graduated college","30 to 44","SK",0
"5466","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5467","Conservative Party","Female","Didn't graduate college","30 to 44","NS",0
"5468","Liberal Party","Female","Graduated college","60 plus","NS",1
"5469","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"5470","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5471","Conservative Party","Male","Didn't graduate college","30 to 44","AB",0
"5472","Liberal Party","Female","Graduated college","18 to 29","AB",1
"5473","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5474","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5475","Conservative Party","Female","Graduated college","18 to 29","NB",0
"5476","Liberal Party","Male","Didn't graduate college","30 to 44","BC",1
"5477","Conservative Party","Female","Didn't graduate college","30 to 44","QC",0
"5478","Conservative Party","Female","Graduated high school","60 plus","BC",0
"5479","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"5480","Liberal Party","Male","Graduated high school","60 plus","BC",1
"5481","Conservative Party","Female","Graduated college","45 to 59","MB",0
"5482","Conservative Party","Female","Didn't graduate college","30 to 44","MB",0
"5483","Liberal Party","Male","Graduated college","30 to 44","NL",1
"5484","Liberal Party","Male","Graduated college","60 plus","QC",1
"5485","Conservative Party","Female","Didn't graduate high school","30 to 44","SK",0
"5486","Conservative Party","Female","Didn't graduate college","60 plus","QC",0
"5487","Conservative Party","Male","Graduated college","60 plus","ON",0
"5488","Liberal Party","Male","Graduated college","60 plus","ON",1
"5489","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5490","Liberal Party","Male","Graduated college","18 to 29","ON",1
"5491","Conservative Party","Male","Graduated high school","45 to 59","BC",0
"5492","Conservative Party","Female","Graduated college","30 to 44","SK",0
"5493","Conservative Party","Male","Graduated college","60 plus","BC",0
"5494","Liberal Party","Female","Graduated college","60 plus","NS",1
"5495","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5496","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"5497","Liberal Party","Female","Didn't graduate college","60 plus","NB",1
"5498","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5499","Liberal Party","Male","Graduated college","60 plus","ON",1
"5500","Liberal Party","Male","Graduated college","18 to 29","ON",1
"5501","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5502","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"5503","Liberal Party","Female","Graduated college","60 plus","BC",1
"5504","Liberal Party","Female","Graduated high school","60 plus","BC",1
"5505","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"5506","Conservative Party","Female","Graduated high school","60 plus","ON",0
"5507","Liberal Party","Male","Graduated college","60 plus","MB",1
"5508","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"5509","Liberal Party","Female","Graduated college","30 to 44","AB",1
"5510","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"5511","Liberal Party","Female","Graduated college","60 plus","ON",1
"5512","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5513","Liberal Party","Female","Graduated college","60 plus","NS",1
"5514","Conservative Party","Male","Didn't graduate college","45 to 59","BC",0
"5515","Liberal Party","Female","Graduated college","30 to 44","BC",1
"5516","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5517","Conservative Party","Female","Graduated college","60 plus","BC",0
"5518","Conservative Party","Male","Graduated college","60 plus","ON",0
"5519","Liberal Party","Female","Graduated college","60 plus","BC",1
"5520","Liberal Party","Female","Graduated college","60 plus","ON",1
"5521","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5522","Conservative Party","Male","Didn't graduate high school","45 to 59","MB",0
"5523","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"5524","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5525","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"5526","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5527","Liberal Party","Male","Didn't graduate college","30 to 44","BC",1
"5528","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"5529","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5530","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5531","Conservative Party","Male","Graduated high school","45 to 59","QC",0
"5532","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"5533","Conservative Party","Male","Didn't graduate college","60 plus","NS",0
"5534","Conservative Party","Female","Didn't graduate college","30 to 44","MB",0
"5535","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5536","Liberal Party","Male","Didn't graduate college","45 to 59","BC",1
"5537","Conservative Party","Male","Graduated college","30 to 44","NL",0
"5538","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"5539","Liberal Party","Male","Graduated college","30 to 44","AB",1
"5540","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"5541","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"5542","Liberal Party","Male","Didn't graduate college","30 to 44","BC",1
"5543","Conservative Party","Female","Graduated college","45 to 59","AB",0
"5544","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5545","Liberal Party","Male","Graduated college","60 plus","QC",1
"5546","Liberal Party","Male","Graduated college","60 plus","QC",1
"5547","Conservative Party","Female","Didn't graduate college","60 plus","AB",0
"5548","Liberal Party","Male","Graduated college","18 to 29","MB",1
"5549","Liberal Party","Male","Graduated college","60 plus","AB",1
"5550","Liberal Party","Female","Graduated college","60 plus","NS",1
"5551","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5552","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5553","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5554","Liberal Party","Male","Didn't graduate college","45 to 59","BC",1
"5555","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5556","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5557","Liberal Party","Female","Graduated high school","60 plus","QC",1
"5558","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5559","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5560","Liberal Party","Female","Graduated college","18 to 29","AB",1
"5561","Liberal Party","Male","Graduated college","18 to 29","ON",1
"5562","Liberal Party","Male","Graduated college","45 to 59","ON",1
"5563","Liberal Party","Female","Graduated college","60 plus","ON",1
"5564","Liberal Party","Male","Graduated college","30 to 44","NL",1
"5565","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5566","Liberal Party","Female","Didn't graduate college","45 to 59","MB",1
"5567","Liberal Party","Male","Graduated college","60 plus","QC",1
"5568","Liberal Party","Female","Didn't graduate high school","30 to 44","QC",1
"5569","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5570","Conservative Party","Male","Graduated college","60 plus","MB",0
"5571","Conservative Party","Male","Didn't graduate college","18 to 29","AB",0
"5572","Conservative Party","Female","Graduated college","30 to 44","QC",0
"5573","Liberal Party","Male","Graduated college","45 to 59","BC",1
"5574","Conservative Party","Male","Didn't graduate college","30 to 44","QC",0
"5575","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5576","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"5577","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"5578","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5579","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5580","Liberal Party","Male","Graduated high school","45 to 59","NS",1
"5581","Conservative Party","Female","Graduated high school","60 plus","NB",0
"5582","Liberal Party","Male","Graduated college","60 plus","AB",1
"5583","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"5584","Conservative Party","Female","Graduated high school","30 to 44","MB",0
"5585","Conservative Party","Male","Graduated college","60 plus","ON",0
"5586","Conservative Party","Female","Graduated college","45 to 59","AB",0
"5587","Conservative Party","Female","Didn't graduate high school","30 to 44","QC",0
"5588","Conservative Party","Male","Graduated high school","60 plus","ON",0
"5589","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5590","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"5591","Conservative Party","Male","Graduated college","45 to 59","BC",0
"5592","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5593","Liberal Party","Female","Graduated high school","60 plus","QC",1
"5594","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5595","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5596","Conservative Party","Female","Graduated college","30 to 44","MB",0
"5597","Conservative Party","Male","Graduated college","30 to 44","NB",0
"5598","Liberal Party","Female","Graduated high school","45 to 59","MB",1
"5599","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"5600","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"5601","Liberal Party","Female","Graduated college","60 plus","ON",1
"5602","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5603","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"5604","Conservative Party","Female","Graduated high school","45 to 59","AB",0
"5605","Conservative Party","Female","Graduated college","45 to 59","BC",0
"5606","Conservative Party","Female","Graduated college","60 plus","ON",0
"5607","Conservative Party","Male","Graduated high school","45 to 59","AB",0
"5608","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"5609","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5610","Liberal Party","Male","Graduated college","60 plus","BC",1
"5611","Liberal Party","Female","Graduated college","30 to 44","NL",1
"5612","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5613","Conservative Party","Female","Graduated college","60 plus","ON",0
"5614","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5615","Liberal Party","Female","Didn't graduate college","45 to 59","MB",1
"5616","Conservative Party","Female","Didn't graduate high school","30 to 44","BC",0
"5617","Conservative Party","Male","Graduated college","60 plus","AB",0
"5618","Liberal Party","Male","Graduated college","30 to 44","QC",1
"5619","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5620","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"5621","Conservative Party","Female","Didn't graduate college","60 plus","MB",0
"5622","Liberal Party","Female","Graduated college","45 to 59","QC",1
"5623","Liberal Party","Female","Didn't graduate high school","45 to 59","ON",1
"5624","Liberal Party","Male","Graduated college","60 plus","QC",1
"5625","Liberal Party","Male","Didn't graduate college","60 plus","QC",1
"5626","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5627","Conservative Party","Female","Graduated college","45 to 59","AB",0
"5628","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5629","Conservative Party","Female","Graduated college","18 to 29","ON",0
"5630","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5631","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5632","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5633","Conservative Party","Male","Didn't graduate college","30 to 44","QC",0
"5634","Liberal Party","Female","Graduated college","60 plus","ON",1
"5635","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"5636","Conservative Party","Female","Graduated college","60 plus","BC",0
"5637","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"5638","Liberal Party","Male","Didn't graduate college","60 plus","QC",1
"5639","Liberal Party","Female","Graduated college","45 to 59","QC",1
"5640","Conservative Party","Female","Didn't graduate college","60 plus","QC",0
"5641","Conservative Party","Female","Didn't graduate college","60 plus","SK",0
"5642","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5643","Liberal Party","Male","Didn't graduate high school","30 to 44","BC",1
"5644","Liberal Party","Male","Graduated college","60 plus","ON",1
"5645","Liberal Party","Female","Graduated college","30 to 44","BC",1
"5646","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5647","Conservative Party","Female","Graduated college","18 to 29","SK",0
"5648","Liberal Party","Female","Graduated college","60 plus","ON",1
"5649","Conservative Party","Female","Graduated high school","45 to 59","ON",0
"5650","Conservative Party","Female","Didn't graduate college","30 to 44","BC",0
"5651","Liberal Party","Female","Graduated college","45 to 59","NS",1
"5652","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5653","Conservative Party","Female","Graduated college","45 to 59","BC",0
"5654","Liberal Party","Female","Graduated high school","60 plus","QC",1
"5655","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5656","Conservative Party","Male","Graduated college","45 to 59","NB",0
"5657","Conservative Party","Female","Graduated high school","30 to 44","AB",0
"5658","Liberal Party","Female","Didn't graduate high school","45 to 59","ON",1
"5659","Liberal Party","Male","Graduated college","60 plus","NL",1
"5660","Conservative Party","Female","Graduated high school","45 to 59","QC",0
"5661","Liberal Party","Female","Graduated high school","45 to 59","QC",1
"5662","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5663","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5664","Liberal Party","Male","Graduated college","45 to 59","AB",1
"5665","Conservative Party","Male","Graduated high school","60 plus","BC",0
"5666","Conservative Party","Male","Didn't graduate high school","30 to 44","AB",0
"5667","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5668","Conservative Party","Male","Didn't graduate college","30 to 44","BC",0
"5669","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"5670","Liberal Party","Female","Graduated college","60 plus","QC",1
"5671","Conservative Party","Male","Graduated college","60 plus","ON",0
"5672","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5673","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5674","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"5675","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5676","Conservative Party","Male","Graduated high school","60 plus","QC",0
